cc,provider,plan,channel,card_class,rate_bps,fixed_minor,monthly_fee_minor,fee_currency,small_ticket_threshold_minor,small_ticket_monthly_cap_minor,published_breakeven_minor,verified_url,verified_quote,verified_at,confidence,scheme,funding,issuer_region,tier,_traducida,rate_is_blended,online_surface,_ronda,_origen,monthly_minimum_fee_minor,currency,volume_band_min,volume_band_max,pricing_band_basis,txn_count_band_min,txn_count_band_max,source_type,seed_status,note,eligible_mix_prior,source_round,provenance,product,standard_monthly_fee_minor,promo_free_months,installation_fee_minor,deinstallation_fee_minor,comparison_eligible,valid_until
PT,Teya,Advanced,in_store,,109,0,1300,,,,,https://www.teya.com/pt/pricing-store,"Advanced. 13 €/mês + IVA · 1,09% · Desconto de 50%. Aplica-se uma taxa de 19,99 € quando o volume mensal de tr",2026-08-20,,any,any,any,standard,,true,any,R5,patch_fino_r7.csv,1999,EUR,,250000,plan+gmv,,,published,SEEDABLE,El descuento del 50% es para el primer terminal; no se ha convertido en tarifa de tarjeta.,,R7,primary_verified,,,,,,,
PT,Teya,Premium,in_store,,69,0,2500,,,,,https://www.teya.com/pt/pricing-store,"Premium. 25 €/mês + IVA · 0,69% · 1 Incluído. Aplica-se uma taxa de 19,99 € quando o volume mensal de transaçõ",2026-08-20,,any,any,any,standard,,true,any,R5,patch_fino_r7.csv,1999,EUR,,250000,plan+gmv,,,published,SEEDABLE,Incluye un terminal; no se imputa precio de compra adicional.,,R7,primary_verified,,,,,,,
PT,Teya,Simple,in_store,,159,0,0,,,,,https://www.teya.com/pt/pricing-store,"Simple. 0 €. Cartões de consumidor. 1,59%. Todas as taxas. Aplica-se uma taxa de 19,99 € quando o volume mensa",2026-08-20,,any,any,any,standard,,true,any,R5,patch_fino_r7.csv,1999,EUR,,250000,plan+gmv,,,published,SEEDABLE,"La página localizada PT contiene precio, moneda y país; todos los planes incluyen terminal, pero el hardware d",,R7,primary_verified,,,,,,,
PT,Viva.com,Default consumer pack (blended),in_store,,169,0,,,,,,https://www.viva.com/pt-pt/pricing,"Visa | 1,69% | –; aplica-se uma taxa mínima de 0,03€ por transação. Pagamentos Online: Visa | 2,19% | 0,24€.",2026-08-20,,any,any,any,standard,,true,any,R5,patch_fino_r7.csv,,EUR,,,,,,published,SEEDABLE,"Published consumer pack total is 1,69%. The rendered HTML price cell spans Interchange + Scheme + Viva.com acq",,R7,primary_verified,,,,,,,
PT,Viva.com,Default IC++ other cards,in_store,,116,0,,,,,,https://www.viva.com/pt-pt/pricing,"Visa | ✓ | ✓ | 1,16% | –; aplica-se uma taxa mínima de 0,03€ por transação.",2026-08-20,,any,any,any,commercial,,false,any,R5,patch_fino_r7.csv,,EUR,,,,,,published,SEEDABLE,rate_bps is Viva.com acquiring margin only; interchange and scheme are added separately. Non-EEA +0.40% is pub,,R7,primary_verified,,,,,,,
PT,Viva.com,Default consumer pack (blended),moto,,219,24,,,,,,https://www.viva.com/pt-pt/pricing,"Visa | 1,69% | –; aplica-se uma taxa mínima de 0,03€ por transação. Pagamentos Online: Visa | 2,19% | 0,24€. V",2026-08-20,,any,any,any,standard,,true,virtual_terminal_moto,R5,patch_fino_r7.csv,,EUR,,,,,,published,SEEDABLE,"Published consumer pack total is 2,19% + 0,24€. The rendered HTML price cell spans Interchange + Scheme + Viva",,R7,primary_verified,,,,,,,
PT,Viva.com,Default IC++ other cards,moto,,206,24,,,,,,https://www.viva.com/pt-pt/pricing,"Visa | ✓ | ✓ | 2,06% | 0,24€; Terminal Virtual/MOTO.",2026-08-20,,any,any,any,commercial,,false,virtual_terminal_moto,R5,patch_fino_r7.csv,,EUR,,,,,,published,SEEDABLE,rate_bps is Viva.com acquiring margin only; interchange and scheme are added separately. Fixed processing fee ,,R7,primary_verified,,,,,,,
PT,Viva.com,Default consumer pack (blended),online,,219,24,,,,,,https://www.viva.com/pt-pt/pricing,"Visa | 1,69% | –; aplica-se uma taxa mínima de 0,03€ por transação. Pagamentos Online: Visa | 2,19% | 0,24€.",2026-08-20,,any,any,any,standard,,true,smart_checkout,R5,patch_fino_r7.csv,,EUR,,,,,,published,SEEDABLE,"Published consumer pack total is 2,19% + 0,24€. The rendered HTML price cell spans Interchange + Scheme + Viva",,R7,primary_verified,,,,,,,
PT,Viva.com,Default IC++ other cards,online,,206,24,,,,,,https://www.viva.com/pt-pt/pricing,"Visa | ✓ | ✓ | 2,06% | 0,24€.",2026-08-20,,any,any,any,commercial,,false,smart_checkout,R5,patch_fino_r7.csv,,EUR,,,,,,published,SEEDABLE,rate_bps is Viva.com acquiring margin only; interchange and scheme are added separately. Fixed processing fee ,,R7,primary_verified,,,,,,,
HR,Revolut Business,Basic,online,,280,20,1000,,,,,https://www.revolut.com/en-HR/business/accept-payments-pricing/,American Express all international cards: 2.8% + €0.20 online; 2.6% + €0.02 in-person.,2026-08-20,,any,any,non_eea,amex,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
HR,Revolut Business,Basic,online,,280,20,1000,,,,,https://www.revolut.com/en-HR/business/accept-payments-pricing/,American Express domestic commercial cards: 2.8% + €0.20 online; 2.6% + €0.02 in-person.,2026-08-20,,any,any,domestic,commercial,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
HR,Revolut Business,Basic,online,,170,20,1000,,,,,https://www.revolut.com/en-HR/business/accept-payments-pricing/,American Express domestic consumer cards: 1.7% + €0.20 online; 1.7% + €0.02 in-person.,2026-08-20,,any,any,domestic,consumer_a,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
HR,Revolut Business,Basic,online,,100,20,1000,,,,,https://www.revolut.com/en-HR/business/accept-payments-pricing/,Domestic & European consumer cards: 1% + €0.20 online; 0.8% + €0.02 in-person.,2026-08-20,,any,any,any,consumer_v,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
HR,Revolut Business,Basic,online,,280,20,1000,,,,,https://www.revolut.com/en-HR/business/accept-payments-pricing/,All international cards: 2.8% + €0.20 online; 2.6% + €0.02 in-person.,2026-08-20,,any,any,non_eea,visa_maste,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
HR,Revolut Business,Grow,online,,280,20,3000,,,,,https://www.revolut.com/en-HR/business/accept-payments-pricing/,American Express all international cards: 2.8% + €0.20 online; 2.6% + €0.02 in-person.,2026-08-20,,any,any,non_eea,amex,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
HR,Revolut Business,Grow,online,,280,20,3000,,,,,https://www.revolut.com/en-HR/business/accept-payments-pricing/,American Express domestic commercial cards: 2.8% + €0.20 online; 2.6% + €0.02 in-person.,2026-08-20,,any,any,domestic,commercial,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
HR,Revolut Business,Grow,online,,170,20,3000,,,,,https://www.revolut.com/en-HR/business/accept-payments-pricing/,American Express domestic consumer cards: 1.7% + €0.20 online; 1.7% + €0.02 in-person.,2026-08-20,,any,any,domestic,consumer_a,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
HR,Revolut Business,Grow,online,,100,20,3000,,,,,https://www.revolut.com/en-HR/business/accept-payments-pricing/,Domestic & European consumer cards: 1% + €0.20 online; 0.8% + €0.02 in-person.,2026-08-20,,any,any,any,consumer_v,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
HR,Revolut Business,Grow,online,,280,20,3000,,,,,https://www.revolut.com/en-HR/business/accept-payments-pricing/,All international cards: 2.8% + €0.20 online; 2.6% + €0.02 in-person.,2026-08-20,,any,any,non_eea,visa_maste,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
HR,Revolut Business,Scale,online,,280,20,9000,,,,,https://www.revolut.com/en-HR/business/accept-payments-pricing/,American Express all international cards: 2.8% + €0.20 online; 2.6% + €0.02 in-person.,2026-08-20,,any,any,non_eea,amex,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
HR,Revolut Business,Scale,online,,280,20,9000,,,,,https://www.revolut.com/en-HR/business/accept-payments-pricing/,American Express domestic commercial cards: 2.8% + €0.20 online; 2.6% + €0.02 in-person.,2026-08-20,,any,any,domestic,commercial,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
HR,Revolut Business,Scale,online,,170,20,9000,,,,,https://www.revolut.com/en-HR/business/accept-payments-pricing/,American Express domestic consumer cards: 1.7% + €0.20 online; 1.7% + €0.02 in-person.,2026-08-20,,any,any,domestic,consumer_a,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
HR,Revolut Business,Scale,online,,100,20,9000,,,,,https://www.revolut.com/en-HR/business/accept-payments-pricing/,Domestic & European consumer cards: 1% + €0.20 online; 0.8% + €0.02 in-person.,2026-08-20,,any,any,any,consumer_v,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
HR,Revolut Business,Scale,online,,280,20,9000,,,,,https://www.revolut.com/en-HR/business/accept-payments-pricing/,All international cards: 2.8% + €0.20 online; 2.6% + €0.02 in-person.,2026-08-20,,any,any,non_eea,visa_maste,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,EUR,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
HR,Teya,Start,in_store,,139,0,0,,,,,https://www.teya.com/hr/pricing-store,"Start. Mjesečni kartični promet: €0-€7,500. 0 €. PRIVATNE KARTICE. 1,39%. Sve naknade. Mjesečna cijena od 14.9",2026-08-20,,any,any,any,standard,,true,any,R5,patch_fino_r7.csv,1499,EUR,0,750000,gmv,,,published,SEEDABLE,Teya Pro tiene precio estándar de hardware 145 EUR + IVA; la página de compra mostraba promoción de dispositiv,,R7,primary_verified,,,,,,,
HR,Viva.com,Default consumer pack (blended),in_store,,169,0,,,,,,https://www.viva.com/hr-hr/pricing,"Kartica prisutna — 1,69%; minimalna naknada 0,03€ po transakciji. Online plaćanja — 2,19% + 0,24€.",2026-08-20,,any,any,any,standard,,true,any,R5,patch_fino_r7.csv,,EUR,,,,,,published,SEEDABLE,"Published consumer pack total is 1,69%. The rendered HTML price cell spans Interchange + Scheme + Viva.com acq",,R7,primary_verified,,,,,,,
HR,Viva.com,Default IC++ other cards,in_store,,116,0,,,,,,https://www.viva.com/hr-hr/pricing,"Visa | ✓ | ✓ | 1,16% | –; minimalna naknada 0,03€ po transakciji.",2026-08-20,,any,any,any,commercial,,false,any,R5,patch_fino_r7.csv,,EUR,,,,,,published,SEEDABLE,rate_bps is Viva.com acquiring margin only; interchange and scheme are added separately. Non-EEA +0.40% is pub,,R7,primary_verified,,,,,,,
HR,Viva.com,Default consumer pack (blended),moto,,219,24,,,,,,https://www.viva.com/hr-hr/pricing,"Kartica prisutna — 1,69%; minimalna naknada 0,03€ po transakciji. Online plaćanja — 2,19% + 0,24€. Visa | ✓ | ",2026-08-20,,any,any,any,standard,,true,virtual_terminal_moto,R5,patch_fino_r7.csv,,EUR,,,,,,published,SEEDABLE,"Published consumer pack total is 2,19% + 0,24€. The rendered HTML price cell spans Interchange + Scheme + Viva",,R7,primary_verified,,,,,,,
HR,Viva.com,Default IC++ other cards,moto,,206,24,,,,,,https://www.viva.com/hr-hr/pricing,"Visa | ✓ | ✓ | 2,06% | 0,24€; Virtualni Terminal i MOTO.",2026-08-20,,any,any,any,commercial,,false,virtual_terminal_moto,R5,patch_fino_r7.csv,,EUR,,,,,,published,SEEDABLE,rate_bps is Viva.com acquiring margin only; interchange and scheme are added separately. Fixed processing fee ,,R7,primary_verified,,,,,,,
HR,Viva.com,Default consumer pack (blended),online,,219,24,,,,,,https://www.viva.com/hr-hr/pricing,"Kartica prisutna — 1,69%; minimalna naknada 0,03€ po transakciji. Online plaćanja — 2,19% + 0,24€.",2026-08-20,,any,any,any,standard,,true,smart_checkout,R5,patch_fino_r7.csv,,EUR,,,,,,published,SEEDABLE,"Published consumer pack total is 2,19% + 0,24€. The rendered HTML price cell spans Interchange + Scheme + Viva",,R7,primary_verified,,,,,,,
HR,Viva.com,Default IC++ other cards,online,,206,24,,,,,,https://www.viva.com/hr-hr/pricing,"Visa | ✓ | ✓ | 2,06% | 0,24€.",2026-08-20,,any,any,any,commercial,,false,smart_checkout,R5,patch_fino_r7.csv,,EUR,,,,,,published,SEEDABLE,rate_bps is Viva.com acquiring margin only; interchange and scheme are added separately. Fixed processing fee ,,R7,primary_verified,,,,,,,
CZ,Revolut Business,Basic,in_store,,260,60,25000,,,,,https://www.revolut.com/cs-CZ/business/accept-payments-pricing/,"American Express všechny mezinárodní karty: 2,8 % + 6 Kč online; 2,6 % + 0,60 Kč osobně. Revolut Terminal 4 70",2026-08-20,,any,any,non_eea,amex,,true,any,R5,patch_fino_r7.csv,,CZK,,,none,,,published,SEEDABLE,"Canal: Revolut Terminal/Lite. Revolut Terminal 4 700 Kč + DPH; Lite Terminal 3 340 Kč + VAT, pago único. Tap t",,R7,primary_verified,,,,,,,
CZ,Revolut Business,Basic,in_store,,260,60,25000,,,,,https://www.revolut.com/cs-CZ/business/accept-payments-pricing/,"American Express tuzemské komerční karty: 2,8 % + 6 Kč online; 2,6 % + 0,60 Kč osobně. Revolut Terminal 4 700 ",2026-08-20,,any,any,domestic,commercial,,true,any,R5,patch_fino_r7.csv,,CZK,,,none,,,published,SEEDABLE,"Canal: Revolut Terminal/Lite. Revolut Terminal 4 700 Kč + DPH; Lite Terminal 3 340 Kč + VAT, pago único. Tap t",,R7,primary_verified,,,,,,,
CZ,Revolut Business,Basic,in_store,,170,60,25000,,,,,https://www.revolut.com/cs-CZ/business/accept-payments-pricing/,"American Express tuzemské spotřebitelské karty: 1,7 % + 6 Kč online; 1,7 % + 0,60 Kč osobně. Revolut Terminal ",2026-08-20,,any,any,domestic,consumer_a,,true,any,R5,patch_fino_r7.csv,,CZK,,,none,,,published,SEEDABLE,"Canal: Revolut Terminal/Lite. Revolut Terminal 4 700 Kč + DPH; Lite Terminal 3 340 Kč + VAT, pago único. Tap t",,R7,primary_verified,,,,,,,
CZ,Revolut Business,Basic,in_store,,80,60,25000,,,,,https://www.revolut.com/cs-CZ/business/accept-payments-pricing/,"Tuzemské a evropské spotřebitelské karty: 1 % + 6 Kč online; 0,8 % + 0,60 Kč osobně. Revolut Terminal 4 700 Kč",2026-08-20,,any,any,any,consumer_v,,true,any,R5,patch_fino_r7.csv,,CZK,,,none,,,published,SEEDABLE,"Canal: Revolut Terminal/Lite. Revolut Terminal 4 700 Kč + DPH; Lite Terminal 3 340 Kč + VAT, pago único. Tap t",,R7,primary_verified,,,,,,,
CZ,Revolut Business,Basic,in_store,,260,60,25000,,,,,https://www.revolut.com/cs-CZ/business/accept-payments-pricing/,"Všechny mezinárodní karty: 2,8 % + 6 Kč online; 2,6 % + 0,60 Kč osobně. Revolut Terminal 4 700 Kč + DPH; Lite ",2026-08-20,,any,any,non_eea,visa_maste,,true,any,R5,patch_fino_r7.csv,,CZK,,,none,,,published,SEEDABLE,"Canal: Revolut Terminal/Lite. Revolut Terminal 4 700 Kč + DPH; Lite Terminal 3 340 Kč + VAT, pago único. Tap t",,R7,primary_verified,,,,,,,
CZ,Revolut Business,Grow,in_store,,260,60,85000,,,,,https://www.revolut.com/cs-CZ/business/accept-payments-pricing/,"American Express všechny mezinárodní karty: 2,8 % + 6 Kč online; 2,6 % + 0,60 Kč osobně. Revolut Terminal 4 70",2026-08-20,,any,any,non_eea,amex,,true,any,R5,patch_fino_r7.csv,,CZK,,,none,,,published,SEEDABLE,"Canal: Revolut Terminal/Lite. Revolut Terminal 4 700 Kč + DPH; Lite Terminal 3 340 Kč + VAT, pago único. Tap t",,R7,primary_verified,,,,,,,
CZ,Revolut Business,Grow,in_store,,260,60,85000,,,,,https://www.revolut.com/cs-CZ/business/accept-payments-pricing/,"American Express tuzemské komerční karty: 2,8 % + 6 Kč online; 2,6 % + 0,60 Kč osobně. Revolut Terminal 4 700 ",2026-08-20,,any,any,domestic,commercial,,true,any,R5,patch_fino_r7.csv,,CZK,,,none,,,published,SEEDABLE,"Canal: Revolut Terminal/Lite. Revolut Terminal 4 700 Kč + DPH; Lite Terminal 3 340 Kč + VAT, pago único. Tap t",,R7,primary_verified,,,,,,,
CZ,Revolut Business,Grow,in_store,,170,60,85000,,,,,https://www.revolut.com/cs-CZ/business/accept-payments-pricing/,"American Express tuzemské spotřebitelské karty: 1,7 % + 6 Kč online; 1,7 % + 0,60 Kč osobně. Revolut Terminal ",2026-08-20,,any,any,domestic,consumer_a,,true,any,R5,patch_fino_r7.csv,,CZK,,,none,,,published,SEEDABLE,"Canal: Revolut Terminal/Lite. Revolut Terminal 4 700 Kč + DPH; Lite Terminal 3 340 Kč + VAT, pago único. Tap t",,R7,primary_verified,,,,,,,
CZ,Revolut Business,Grow,in_store,,80,60,85000,,,,,https://www.revolut.com/cs-CZ/business/accept-payments-pricing/,"Tuzemské a evropské spotřebitelské karty: 1 % + 6 Kč online; 0,8 % + 0,60 Kč osobně. Revolut Terminal 4 700 Kč",2026-08-20,,any,any,any,consumer_v,,true,any,R5,patch_fino_r7.csv,,CZK,,,none,,,published,SEEDABLE,"Canal: Revolut Terminal/Lite. Revolut Terminal 4 700 Kč + DPH; Lite Terminal 3 340 Kč + VAT, pago único. Tap t",,R7,primary_verified,,,,,,,
CZ,Revolut Business,Grow,in_store,,260,60,85000,,,,,https://www.revolut.com/cs-CZ/business/accept-payments-pricing/,"Všechny mezinárodní karty: 2,8 % + 6 Kč online; 2,6 % + 0,60 Kč osobně. Revolut Terminal 4 700 Kč + DPH; Lite ",2026-08-20,,any,any,non_eea,visa_maste,,true,any,R5,patch_fino_r7.csv,,CZK,,,none,,,published,SEEDABLE,"Canal: Revolut Terminal/Lite. Revolut Terminal 4 700 Kč + DPH; Lite Terminal 3 340 Kč + VAT, pago único. Tap t",,R7,primary_verified,,,,,,,
CZ,Revolut Business,Scale,in_store,,260,60,250000,,,,,https://www.revolut.com/cs-CZ/business/accept-payments-pricing/,"American Express všechny mezinárodní karty: 2,8 % + 6 Kč online; 2,6 % + 0,60 Kč osobně. Revolut Terminal 4 70",2026-08-20,,any,any,non_eea,amex,,true,any,R5,patch_fino_r7.csv,,CZK,,,none,,,published,SEEDABLE,"Canal: Revolut Terminal/Lite. Revolut Terminal 4 700 Kč + DPH; Lite Terminal 3 340 Kč + VAT, pago único. Tap t",,R7,primary_verified,,,,,,,
CZ,Revolut Business,Scale,in_store,,260,60,250000,,,,,https://www.revolut.com/cs-CZ/business/accept-payments-pricing/,"American Express tuzemské komerční karty: 2,8 % + 6 Kč online; 2,6 % + 0,60 Kč osobně. Revolut Terminal 4 700 ",2026-08-20,,any,any,domestic,commercial,,true,any,R5,patch_fino_r7.csv,,CZK,,,none,,,published,SEEDABLE,"Canal: Revolut Terminal/Lite. Revolut Terminal 4 700 Kč + DPH; Lite Terminal 3 340 Kč + VAT, pago único. Tap t",,R7,primary_verified,,,,,,,
CZ,Revolut Business,Scale,in_store,,170,60,250000,,,,,https://www.revolut.com/cs-CZ/business/accept-payments-pricing/,"American Express tuzemské spotřebitelské karty: 1,7 % + 6 Kč online; 1,7 % + 0,60 Kč osobně. Revolut Terminal ",2026-08-20,,any,any,domestic,consumer_a,,true,any,R5,patch_fino_r7.csv,,CZK,,,none,,,published,SEEDABLE,"Canal: Revolut Terminal/Lite. Revolut Terminal 4 700 Kč + DPH; Lite Terminal 3 340 Kč + VAT, pago único. Tap t",,R7,primary_verified,,,,,,,
CZ,Revolut Business,Scale,in_store,,80,60,250000,,,,,https://www.revolut.com/cs-CZ/business/accept-payments-pricing/,"Tuzemské a evropské spotřebitelské karty: 1 % + 6 Kč online; 0,8 % + 0,60 Kč osobně. Revolut Terminal 4 700 Kč",2026-08-20,,any,any,any,consumer_v,,true,any,R5,patch_fino_r7.csv,,CZK,,,none,,,published,SEEDABLE,"Canal: Revolut Terminal/Lite. Revolut Terminal 4 700 Kč + DPH; Lite Terminal 3 340 Kč + VAT, pago único. Tap t",,R7,primary_verified,,,,,,,
CZ,Revolut Business,Scale,in_store,,260,60,250000,,,,,https://www.revolut.com/cs-CZ/business/accept-payments-pricing/,"Všechny mezinárodní karty: 2,8 % + 6 Kč online; 2,6 % + 0,60 Kč osobně. Revolut Terminal 4 700 Kč + DPH; Lite ",2026-08-20,,any,any,non_eea,visa_maste,,true,any,R5,patch_fino_r7.csv,,CZK,,,none,,,published,SEEDABLE,"Canal: Revolut Terminal/Lite. Revolut Terminal 4 700 Kč + DPH; Lite Terminal 3 340 Kč + VAT, pago único. Tap t",,R7,primary_verified,,,,,,,
CZ,Revolut Business,Basic,online,,280,600,25000,,,,,https://www.revolut.com/cs-CZ/business/accept-payments-pricing/,"American Express všechny mezinárodní karty: 2,8 % + 6 Kč online; 2,6 % + 0,60 Kč osobně.",2026-08-20,,any,any,non_eea,amex,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,CZK,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
CZ,Revolut Business,Basic,online,,280,600,25000,,,,,https://www.revolut.com/cs-CZ/business/accept-payments-pricing/,"American Express tuzemské komerční karty: 2,8 % + 6 Kč online; 2,6 % + 0,60 Kč osobně.",2026-08-20,,any,any,domestic,commercial,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,CZK,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
CZ,Revolut Business,Basic,online,,170,600,25000,,,,,https://www.revolut.com/cs-CZ/business/accept-payments-pricing/,"American Express tuzemské spotřebitelské karty: 1,7 % + 6 Kč online; 1,7 % + 0,60 Kč osobně.",2026-08-20,,any,any,domestic,consumer_a,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,CZK,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
CZ,Revolut Business,Basic,online,,100,600,25000,,,,,https://www.revolut.com/cs-CZ/business/accept-payments-pricing/,"Tuzemské a evropské spotřebitelské karty: 1 % + 6 Kč online; 0,8 % + 0,60 Kč osobně.",2026-08-20,,any,any,any,consumer_v,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,CZK,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
CZ,Revolut Business,Basic,online,,280,600,25000,,,,,https://www.revolut.com/cs-CZ/business/accept-payments-pricing/,"Všechny mezinárodní karty: 2,8 % + 6 Kč online; 2,6 % + 0,60 Kč osobně.",2026-08-20,,any,any,non_eea,visa_maste,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,CZK,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
CZ,Revolut Business,Grow,online,,280,600,85000,,,,,https://www.revolut.com/cs-CZ/business/accept-payments-pricing/,"American Express všechny mezinárodní karty: 2,8 % + 6 Kč online; 2,6 % + 0,60 Kč osobně.",2026-08-20,,any,any,non_eea,amex,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,CZK,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
CZ,Revolut Business,Grow,online,,280,600,85000,,,,,https://www.revolut.com/cs-CZ/business/accept-payments-pricing/,"American Express tuzemské komerční karty: 2,8 % + 6 Kč online; 2,6 % + 0,60 Kč osobně.",2026-08-20,,any,any,domestic,commercial,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,CZK,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
CZ,Revolut Business,Grow,online,,170,600,85000,,,,,https://www.revolut.com/cs-CZ/business/accept-payments-pricing/,"American Express tuzemské spotřebitelské karty: 1,7 % + 6 Kč online; 1,7 % + 0,60 Kč osobně.",2026-08-20,,any,any,domestic,consumer_a,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,CZK,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
CZ,Revolut Business,Grow,online,,100,600,85000,,,,,https://www.revolut.com/cs-CZ/business/accept-payments-pricing/,"Tuzemské a evropské spotřebitelské karty: 1 % + 6 Kč online; 0,8 % + 0,60 Kč osobně.",2026-08-20,,any,any,any,consumer_v,,true,gateway|plugins|subscriptions|payment_links|invoices,R5,patch_fino_r7.csv,,CZK,,,none,,,published,SEEDABLE,"La cuota es la del plan Business, no una cuota adicional de acquiring. Fuente de plan localizada: https://www.",,R7,primary_verified,,,,,,,
